site,date,time,reported_entero_MPN_100_per_mL,Notes,entero_MPN_100_per_mL,rainfall_0,rainfall_1,rainfall_2,rainfall_3,rainfall_4,rainfall_5,rainfall_6,rainfall_sum_24,rainfall_sum_48,rainfall_sum_72,rainfall_pres_24,rainfall_pres_48,rainfall_pres_72
"Pier I (70th Street), Hudson River",6/23/2016,8:20 AM,10,,10,0,0,0,0,0,0,0,0,0,0,N,N,N
"Pier 99 boat ramp, Hudson River",6/23/2016,7:48 AM,10,,10,0,0,0,0,0,0,0,0,0,0,N,N,N
"Pier 96, Hudson River ",6/23/2016,7:39 AM,10,,10,0,0,0,0,0,0,0,0,0,0,N,N,N
"Pier 84, Hudson River ",6/23/2016,7:30 AM,10,,10,0,0,0,0,0,0,0,0,0,0,N,N,N
"Pier 66, Hudson River ",6/23/2016,7:20 AM,20,,20,0,0,0,0,0,0,0,0,0,0,N,N,N
"Pier 40, Hudson River",6/23/2016,11:57 AM,<10,,5,0,0,0,0,0,0,0,0,0,0,N,N,N
"Pier 26, Hudson River ",6/23/2016,9:02 AM,<10,,5,0,0,0,0,0,0,0,0,0,0,N,N,N
"Pier 13 (Hoboken), Hudson River",6/23/2016,9:15 AM,10,,10,0,0,0,0,0,0,0,0,0,0,N,N,N
"Hoboken Cove Beach, Hudson River",6/23/2016,9:20 AM,<10,,5,0,0,0,0,0,0,0,0,0,0,N,N,N
"Hunts Point Riverside Park, Bronx River",6/23/2016,12:35 PM,72,,72,0,0,0,0,0,0,0,0,0,0,N,N,N
"World's Fair Marina Pier 1 East, Flushing Bay",6/23/2016,9:30 AM,<10,,5,0,0,0,0,0,0,0,0,0,0,N,N,N
"World's Fair Marina Pier 1 West, Flushing Bay",6/23/2016,9:37 AM,85,,85,0,0,0,0,0,0,0,0,0,0,N,N,N
"World's Fair Marina boat ramp, Flushing Bay",6/23/2016,9:52 AM,10,,10,0,0,0,0,0,0,0,0,0,0,N,N,N
Flushing Creek,6/23/2016,9:30 AM,74,,74,0,0,0,0,0,0,0,0,0,0,N,N,N
Meadow Lake (Flushing Meadows-Corona Park),6/23/2016,10:00 AM,52,,52,0,0,0,0,0,0,0,0,0,0,N,N,N
Little Neck Bay,6/23/2016,8:12 AM,<10,,5,0,0,0,0,0,0,0,0,0,0,N,N,N
"Hallets Cove, East River",6/23/2016,2:30 PM,74,,74,0,0,0,0,0,0,0,0,0,0,N,N,N
"Anable Basin, East River",6/23/2016,10:00 AM,20,,20,0,0,0,0,0,0,0,0,0,0,N,N,N
"Gantry State Park, East River",6/23/2016,7:23 AM,<10,,5,0,0,0,0,0,0,0,0,0,0,N,N,N
"North Brooklyn Boat Club, Newtown Creek",6/23/2016,10:12 AM,10,10 (field split),10,0,0,0,0,0,0,0,0,0,0,N,N,N
"North Henry Street, Newtown Creek",6/23/2016,10:34 AM,86,,86,0,0,0,0,0,0,0,0,0,0,N,N,N
"Stuyvesant Cove, East River",6/23/2016,,,,,0,0,0,0,0,0,0,0,0,0,N,N,N
Bushwick Inlet Park,6/23/2016,8:24 AM,10,,10,0,0,0,0,0,0,0,0,0,0,N,N,N
"Wallabout Channel, Brooklyn Navy Yard",6/23/2016,11:00 AM,<10,,5,0,0,0,0,0,0,0,0,0,0,N,N,N
"Pier 42/Jackson St., East River",6/23/2016,,,,,0,0,0,0,0,0,0,0,0,0,N,N,N
"Main Street Beach (Dumbo), East River",6/23/2016,11:18 AM,20,,20,0,0,0,0,0,0,0,0,0,0,N,N,N
"Brooklyn Bridge Beach (Manhattan), East River",6/23/2016,9:28 AM,20, 20 (lab split),20,0,0,0,0,0,0,0,0,0,0,N,N,N
"Pier 2 kayak dock, Brooklyn Bridge Park, East River",6/23/2016,11:20 AM,<10,,5,0,0,0,0,0,0,0,0,0,0,N,N,N
"Pier 4 beach, Brooklyn Bridge Park, East River",6/23/2016,11:19 AM,63,,63,0,0,0,0,0,0,0,0,0,0,N,N,N
"Valentino Pier, Buttermilk Channel",6/23/2016,11:12 AM,10,,10,0,0,0,0,0,0,0,0,0,0,N,N,N
"2nd St. Sponge Park, Gowanus Canal",6/23/2016,7:10 AM,161,,161,0,0,0,0,0,0,0,0,0,0,N,N,N
"Butler St., Gowanus Canal",6/23/2016,7:00 AM,>24196,,24196,0,0,0,0,0,0,0,0,0,0,N,N,N
Prospect Park Lake,6/23/2016,7:30 AM,554,,554,0,0,0,0,0,0,0,0,0,0,N,N,N
"Pier 101, Governors Island",6/23/2016,,,,,0,0,0,0,0,0,0,0,0,0,N,N,N
"Bush Terminal Park, Sunset Park",6/23/2016,,,,,0,0,0,0,0,0,0,0,0,0,N,N,N
"Sebago Canoe Club, Paerdegat Basin",6/23/2016,,,,,0,0,0,0,0,0,0,0,0,0,N,N,N
"Calvert Vaux Park, Coney Island Creek ",6/23/2016,,,,,0,0,0,0,0,0,0,0,0,0,N,N,N
"Kaiser Park Beach, Coney Island Creek",6/23/2016,,,,,0,0,0,0,0,0,0,0,0,0,N,N,N
"West 20th St., Coney Island Creek",6/23/2016,,,,,0,0,0,0,0,0,0,0,0,0,N,N,N
"JFK Marina (Yonkers), Hudson River",6/16/2016,11:55 AM,110,,110,0.22,0,0,0,0,0,0,0.22,0.22,0.22,Y,Y,Y
"Yonkers Paddling and Rowing Club, Hudson River",6/16/2016,11:35 AM,180,,180,0.22,0,0,0,0,0,0,0.22,0.22,0.22,Y,Y,Y
"Yonkers, Saw Mill River (daylighted section)",6/16/2016,12:13 PM,570,,570,0.22,0,0,0,0,0,0,0.22,0.22,0.22,Y,Y,Y
"Muscota Marsh, Harlem River",6/16/2016,9:59 AM,41,,41,0.22,0,0,0,0,0,0,0.22,0.22,0.22,Y,Y,Y
"North Cove, Harlem River",6/16/2016,9:47 AM,85,,85,0.22,0,0,0,0,0,0,0.22,0.22,0.22,Y,Y,Y
"Peter J. Sharp Boathouse, Harlem River",6/16/2016,9:35 AM,161,,161,0.22,0,0,0,0,0,0,0.22,0.22,0.22,Y,Y,Y
"Bronx Kill West, Randalls Island",6/16/2016,8:47 AM,52,,52,0.22,0,0,0,0,0,0,0.22,0.22,0.22,Y,Y,Y
"Bronx Kill East, Randalls Island",6/16/2016,8:36 AM,153,,153,0.22,0,0,0,0,0,0,0.22,0.22,0.22,Y,Y,Y
"Little Hell Gate, Randalls Island",6/16/2016,8:23 AM,98,,98,0.22,0,0,0,0,0,0,0.22,0.22,0.22,Y,Y,Y
"Inwood Canoe Club, Hudson River",6/16/2016,8:20 AM,10,,10,0.22,0,0,0,0,0,0,0.22,0.22,0.22,Y,Y,Y
"West 145th Street, Hudson River",6/16/2016,8:51 AM,20,,20,0.22,0,0,0,0,0,0,0.22,0.22,0.22,Y,Y,Y
"West 133rd St., Hudson River",6/16/2016,9:04 AM,41,,41,0.22,0,0,0,0,0,0,0.22,0.22,0.22,Y,Y,Y
"West 100th Street, Hudson River",6/16/2016,8:28 AM,1725,,1725,0.22,0,0,0,0,0,0,0.22,0.22,0.22,Y,Y,Y
"Pier I (70th Street), Hudson River",6/16/2016,8:20 AM,10,,10,0.22,0,0,0,0,0,0,0.22,0.22,0.22,Y,Y,Y
"Pier 99 boat ramp, Hudson River",6/16/2016,9:32 AM,266,,266,0.22,0,0,0,0,0,0,0.22,0.22,0.22,Y,Y,Y
"Pier 96, Hudson River ",6/16/2016,8:20 AM,75,,75,0.22,0,0,0,0,0,0,0.22,0.22,0.22,Y,Y,Y
"Pier 84, Hudson River ",6/16/2016,8:08 AM,52,,52,0.22,0,0,0,0,0,0,0.22,0.22,0.22,Y,Y,Y
"Pier 66, Hudson River ",6/16/2016,7:57 AM,20,,20,0.22,0,0,0,0,0,0,0.22,0.22,0.22,Y,Y,Y
"Pier 40, Hudson River",6/16/2016,12:11 PM,20,,20,0.22,0,0,0,0,0,0,0.22,0.22,0.22,Y,Y,Y
"Pier 26, Hudson River ",6/16/2016,10:15 AM,<10,,5,0.22,0,0,0,0,0,0,0.22,0.22,0.22,Y,Y,Y
"Pier 13 (Hoboken), Hudson River",6/16/2016,7:55 AM,98,109 (lab split),98,0.22,0,0,0,0,0,0,0.22,0.22,0.22,Y,Y,Y
"Hoboken Cove Beach, Hudson River",6/16/2016,8:00 AM,959,,959,0.22,0,0,0,0,0,0,0.22,0.22,0.22,Y,Y,Y
"Hunts Point Riverside Park, Bronx River",6/16/2016,,,,,0.22,0,0,0,0,0,0,0.22,0.22,0.22,Y,Y,Y
"World's Fair Marina Pier 1 East, Flushing Bay",6/16/2016,9:17 AM,20,,20,0.22,0,0,0,0,0,0,0.22,0.22,0.22,Y,Y,Y
"World's Fair Marina Pier 1 West, Flushing Bay",6/16/2016,9:24 AM,<10,,5,0.22,0,0,0,0,0,0,0.22,0.22,0.22,Y,Y,Y
"World's Fair Marina boat ramp, Flushing Bay",6/16/2016,9:36 AM,41,,41,0.22,0,0,0,0,0,0,0.22,0.22,0.22,Y,Y,Y
Flushing Creek,6/16/2016,8:48 AM,63,,63,0.22,0,0,0,0,0,0,0.22,0.22,0.22,Y,Y,Y
Meadow Lake (Flushing Meadows-Corona Park),6/16/2016,9:02 AM,<10,,5,0.22,0,0,0,0,0,0,0.22,0.22,0.22,Y,Y,Y
Little Neck Bay,6/16/2016,8:22 AM,<10,,5,0.22,0,0,0,0,0,0,0.22,0.22,0.22,Y,Y,Y
"Hallets Cove, East River",6/16/2016,,97,,97,0.22,0,0,0,0,0,0,0.22,0.22,0.22,Y,Y,Y
"Anable Basin, East River",6/16/2016,,31,,31,0.22,0,0,0,0,0,0,0.22,0.22,0.22,Y,Y,Y
"Gantry State Park, East River",6/16/2016,,,,,0.22,0,0,0,0,0,0,0.22,0.22,0.22,Y,Y,Y
"North Brooklyn Boat Club, Newtown Creek",6/16/2016,11:05 AM,134,,134,0.22,0,0,0,0,0,0,0.22,0.22,0.22,Y,Y,Y
"North Henry Street, Newtown Creek",6/16/2016,11:39 AM,776,,776,0.22,0,0,0,0,0,0,0.22,0.22,0.22,Y,Y,Y
"Stuyvesant Cove, East River",6/16/2016,11:08 AM,20,,20,0.22,0,0,0,0,0,0,0.22,0.22,0.22,Y,Y,Y
Bushwick Inlet Park,6/16/2016,9:52 AM,86,,86,0.22,0,0,0,0,0,0,0.22,0.22,0.22,Y,Y,Y
"Wallabout Channel, Brooklyn Navy Yard",6/16/2016,7:59 AM,148,,148,0.22,0,0,0,0,0,0,0.22,0.22,0.22,Y,Y,Y
"Pier 42/Jackson St., East River",6/16/2016,11:25 AM,199,,199,0.22,0,0,0,0,0,0,0.22,0.22,0.22,Y,Y,Y
"Main Street Beach (Dumbo), East River",6/16/2016,8:13 AM,41,,41,0.22,0,0,0,0,0,0,0.22,0.22,0.22,Y,Y,Y
"Brooklyn Bridge Beach (Manhattan), East River",6/16/2016,9:45 AM,<10,,5,0.22,0,0,0,0,0,0,0.22,0.22,0.22,Y,Y,Y
"Pier 2 kayak dock, Brooklyn Bridge Park, East River",6/16/2016,10:00 AM,<10,,5,0.22,0,0,0,0,0,0,0.22,0.22,0.22,Y,Y,Y
"Pier 4 beach, Brooklyn Bridge Park, East River",6/16/2016,9:51 AM,311,,311,0.22,0,0,0,0,0,0,0.22,0.22,0.22,Y,Y,Y
"Valentino Pier, Buttermilk Channel",6/16/2016,9:42 AM,84,,84,0.22,0,0,0,0,0,0,0.22,0.22,0.22,Y,Y,Y
"2nd St. Sponge Park, Gowanus Canal",6/16/2016,6:15 AM,145,,145,0.22,0,0,0,0,0,0,0.22,0.22,0.22,Y,Y,Y
"Butler St., Gowanus Canal",6/16/2016,6:09 AM,>24196,,24196,0.22,0,0,0,0,0,0,0.22,0.22,0.22,Y,Y,Y
Prospect Park Lake,6/16/2016,7:15 AM,651,,651,0.22,0,0,0,0,0,0,0.22,0.22,0.22,Y,Y,Y
"Pier 101, Governors Island",6/16/2016,,,,,0.22,0,0,0,0,0,0,0.22,0.22,0.22,Y,Y,Y
"Bush Terminal Park, Sunset Park",6/16/2016,,,,,0.22,0,0,0,0,0,0,0.22,0.22,0.22,Y,Y,Y
"Sebago Canoe Club, Paerdegat Basin",6/16/2016,9:42 AM,1145,,1145,0.22,0,0,0,0,0,0,0.22,0.22,0.22,Y,Y,Y
"Calvert Vaux Park, Coney Island Creek ",6/16/2016,,,,,0.22,0,0,0,0,0,0,0.22,0.22,0.22,Y,Y,Y
"Kaiser Park Beach, Coney Island Creek",6/16/2016,,,,,0.22,0,0,0,0,0,0,0.22,0.22,0.22,Y,Y,Y
"West 20th St., Coney Island Creek",6/16/2016,,,,,0.22,0,0,0,0,0,0,0.22,0.22,0.22,Y,Y,Y
"JFK Marina (Yonkers), Hudson River",6/9/2016,11:35 AM,336,,336,0,0.45,0,0,0.91,0.4,0.04,0.45,0.45,0.45,Y,Y,Y
"Yonkers Paddling and Rowing Club, Hudson River",6/9/2016,11:55 AM,327,,327,0,0.45,0,0,0.91,0.4,0.04,0.45,0.45,0.45,Y,Y,Y
"Yonkers, Saw Mill River (daylighted section)",6/9/2016,,,,,0,0.45,0,0,0.91,0.4,0.04,0.45,0.45,0.45,Y,Y,Y
"Muscota Marsh, Harlem River",6/9/2016,9:51 AM,561,,561,0,0.45,0,0,0.91,0.4,0.04,0.45,0.45,0.45,Y,Y,Y
"North Cove, Harlem River",6/9/2016,9:40 AM,226,,226,0,0.45,0,0,0.91,0.4,0.04,0.45,0.45,0.45,Y,Y,Y
"Peter J. Sharp Boathouse, Harlem River",6/9/2016,10:17 AM,95,,95,0,0.45,0,0,0.91,0.4,0.04,0.45,0.45,0.45,Y,Y,Y
"Bronx Kill West, Randalls Island",6/9/2016,9:33 AM,173,,173,0,0.45,0,0,0.91,0.4,0.04,0.45,0.45,0.45,Y,Y,Y
"Bronx Kill East, Randalls Island",6/9/2016,9:18 AM,63,,63,0,0.45,0,0,0.91,0.4,0.04,0.45,0.45,0.45,Y,Y,Y
"Little Hell Gate, Randalls Island",6/9/2016,9:48 AM,266,,266,0,0.45,0,0,0.91,0.4,0.04,0.45,0.45,0.45,Y,Y,Y
"Inwood Canoe Club, Hudson River",6/9/2016,7:45 AM,195,,195,0,0.45,0,0,0.91,0.4,0.04,0.45,0.45,0.45,Y,Y,Y
"West 145th Street, Hudson River",6/9/2016,9:23 AM,52,,52,0,0.45,0,0,0.91,0.4,0.04,0.45,0.45,0.45,Y,Y,Y
"West 133rd St., Hudson River",6/9/2016,9:35 AM,75,,75,0,0.45,0,0,0.91,0.4,0.04,0.45,0.45,0.45,Y,Y,Y
"West 100th Street, Hudson River",6/9/2016,8:57 AM,213,,213,0,0.45,0,0,0.91,0.4,0.04,0.45,0.45,0.45,Y,Y,Y
"Pier I (70th Street), Hudson River",6/9/2016,8:20 AM,135,,135,0,0.45,0,0,0.91,0.4,0.04,0.45,0.45,0.45,Y,Y,Y
"Pier 99 boat ramp, Hudson River",6/9/2016,7:50 AM,185,,185,0,0.45,0,0,0.91,0.4,0.04,0.45,0.45,0.45,Y,Y,Y
"Pier 96, Hudson River ",6/9/2016,7:47 AM,134,,134,0,0.45,0,0,0.91,0.4,0.04,0.45,0.45,0.45,Y,Y,Y
"Pier 84, Hudson River ",6/9/2016,7:38 AM,85,,85,0,0.45,0,0,0.91,0.4,0.04,0.45,0.45,0.45,Y,Y,Y
"Pier 66, Hudson River ",6/9/2016,11:13 AM,10,,10,0,0.45,0,0,0.91,0.4,0.04,0.45,0.45,0.45,Y,Y,Y
"Pier 40, Hudson River",6/9/2016,12:17 AM,20,,20,0,0.45,0,0,0.91,0.4,0.04,0.45,0.45,0.45,Y,Y,Y
"Pier 26, Hudson River ",6/9/2016,10:30 AM,30,,30,0,0.45,0,0,0.91,0.4,0.04,0.45,0.45,0.45,Y,Y,Y
"Pier 13 (Hoboken), Hudson River",6/9/2016,,,,,0,0.45,0,0,0.91,0.4,0.04,0.45,0.45,0.45,Y,Y,Y
"Hoboken Cove Beach, Hudson River",6/9/2016,,,,,0,0.45,0,0,0.91,0.4,0.04,0.45,0.45,0.45,Y,Y,Y
"Hunts Point Riverside Park, Bronx River",6/9/2016,5:05 PM,>24196,,24196,0,0.45,0,0,0.91,0.4,0.04,0.45,0.45,0.45,Y,Y,Y
"World's Fair Marina Pier 1 East, Flushing Bay",6/9/2016,9:25 AM,2723,,2723,0,0.45,0,0,0.91,0.4,0.04,0.45,0.45,0.45,Y,Y,Y
"World's Fair Marina Pier 1 West, Flushing Bay",6/9/2016,9:30 AM,241,,241,0,0.45,0,0,0.91,0.4,0.04,0.45,0.45,0.45,Y,Y,Y
"World's Fair Marina boat ramp, Flushing Bay",6/9/2016,,,,,0,0.45,0,0,0.91,0.4,0.04,0.45,0.45,0.45,Y,Y,Y
Flushing Creek,6/9/2016,9:35 AM,350,,350,0,0.45,0,0,0.91,0.4,0.04,0.45,0.45,0.45,Y,Y,Y
Meadow Lake (Flushing Meadows-Corona Park),6/9/2016,9:53 AM,10,,10,0,0.45,0,0,0.91,0.4,0.04,0.45,0.45,0.45,Y,Y,Y
Little Neck Bay,6/9/2016,8:23 AM,<10,,5,0,0.45,0,0,0.91,0.4,0.04,0.45,0.45,0.45,Y,Y,Y
"Hallets Cove, East River",6/9/2016,8:20 AM,84,,84,0,0.45,0,0,0.91,0.4,0.04,0.45,0.45,0.45,Y,Y,Y
"Anable Basin, East River",6/9/2016,8:45 AM,3873,,3873,0,0.45,0,0,0.91,0.4,0.04,0.45,0.45,0.45,Y,Y,Y
"Gantry State Park, East River",6/9/2016,7:10 AM,63,,63,0,0.45,0,0,0.91,0.4,0.04,0.45,0.45,0.45,Y,Y,Y
"North Brooklyn Boat Club, Newtown Creek",6/9/2016,10:34 AM,189,,189,0,0.45,0,0,0.91,0.4,0.04,0.45,0.45,0.45,Y,Y,Y
"North Henry Street, Newtown Creek",6/9/2016,11:05 AM,1291,,1291,0,0.45,0,0,0.91,0.4,0.04,0.45,0.45,0.45,Y,Y,Y
"Stuyvesant Cove, East River",6/9/2016,11:08 AM,75,<10 (lab split),75,0,0.45,0,0,0.91,0.4,0.04,0.45,0.45,0.45,Y,Y,Y
Bushwick Inlet Park,6/9/2016,11:08 AM,131,,131,0,0.45,0,0,0.91,0.4,0.04,0.45,0.45,0.45,Y,Y,Y
"Wallabout Channel, Brooklyn Navy Yard",6/9/2016,8:40 AM,17329,,17329,0,0.45,0,0,0.91,0.4,0.04,0.45,0.45,0.45,Y,Y,Y
"Pier 42/Jackson St., East River",6/9/2016,10:56 AM,41,,41,0,0.45,0,0,0.91,0.4,0.04,0.45,0.45,0.45,Y,Y,Y
"Main Street Beach (Dumbo), East River",6/9/2016,8:51 AM,63,,63,0,0.45,0,0,0.91,0.4,0.04,0.45,0.45,0.45,Y,Y,Y
"Brooklyn Bridge Beach (Manhattan), East River",6/9/2016,10:18 AM,30,,30,0,0.45,0,0,0.91,0.4,0.04,0.45,0.45,0.45,Y,Y,Y
"Pier 2 kayak dock, Brooklyn Bridge Park, East River",6/9/2016,10:19 AM,41,,41,0,0.45,0,0,0.91,0.4,0.04,0.45,0.45,0.45,Y,Y,Y
"Pier 4 beach, Brooklyn Bridge Park, East River",6/9/2016,10:16 AM,216,,216,0,0.45,0,0,0.91,0.4,0.04,0.45,0.45,0.45,Y,Y,Y
"Valentino Pier, Buttermilk Channel",6/9/2016,10:01 AM,332,,332,0,0.45,0,0,0.91,0.4,0.04,0.45,0.45,0.45,Y,Y,Y
"2nd St. Sponge Park, Gowanus Canal",6/9/2016,7:00 AM,199,,199,0,0.45,0,0,0.91,0.4,0.04,0.45,0.45,0.45,Y,Y,Y
"Butler St., Gowanus Canal",6/9/2016,6:45 AM,52,"""non-foam sample""",52,0,0.45,0,0,0.91,0.4,0.04,0.45,0.45,0.45,Y,Y,Y
Prospect Park Lake,6/9/2016,7:45 AM,108,,108,0,0.45,0,0,0.91,0.4,0.04,0.45,0.45,0.45,Y,Y,Y
"Pier 101, Governors Island",6/9/2016,,,,,0,0.45,0,0,0.91,0.4,0.04,0.45,0.45,0.45,Y,Y,Y
"Bush Terminal Park, Sunset Park",6/9/2016,,,,,0,0.45,0,0,0.91,0.4,0.04,0.45,0.45,0.45,Y,Y,Y
"Sebago Canoe Club, Paerdegat Basin",6/9/2016,7:14 AM,172,,172,0,0.45,0,0,0.91,0.4,0.04,0.45,0.45,0.45,Y,Y,Y
"Calvert Vaux Park, Coney Island Creek ",6/9/2016,,,,,0,0.45,0,0,0.91,0.4,0.04,0.45,0.45,0.45,Y,Y,Y
"Kaiser Park Beach, Coney Island Creek",6/9/2016,,,,,0,0.45,0,0,0.91,0.4,0.04,0.45,0.45,0.45,Y,Y,Y
"West 20th St., Coney Island Creek",6/9/2016,,,,,0,0.45,0,0,0.91,0.4,0.04,0.45,0.45,0.45,Y,Y,Y
"JFK Marina (Yonkers), Hudson River",6/2/2016,,,,,0,0.45,0,0,0.91,0.4,0.04,0.45,0.45,0.45,Y,Y,Y
"Yonkers Paddling and Rowing Club, Hudson River",6/2/2016,12:15 PM,70,,70,0,0,0,1.65,0,0,0,0,0,1.65,N,N,Y
"Yonkers, Saw Mill River (daylighted section)",6/2/2016,12:05 PM,320,,320,0,0,0,1.65,0,0,0,0,0,1.65,N,N,Y
"Muscota Marsh, Harlem River",6/2/2016,9:05 AM,253,,253,0,0,0,1.65,0,0,0,0,0,1.65,N,N,Y
"North Cove, Harlem River",6/2/2016,10:33 AM,63,,63,0,0,0,1.65,0,0,0,0,0,1.65,N,N,Y
"Peter J. Sharp Boathouse, Harlem River",6/2/2016,7:07 AM,10,,10,0,0,0,1.65,0,0,0,0,0,1.65,N,N,Y
"Bronx Kill West, Randalls Island",6/2/2016,8:44 AM,487,,487,0,0,0,1.65,0,0,0,0,0,1.65,N,N,Y
"Bronx Kill East, Randalls Island",6/2/2016,8:32 AM,146,,146,0,0,0,1.65,0,0,0,0,0,1.65,N,N,Y
"Little Hell Gate, Randalls Island",6/2/2016,8:20 AM,10,,10,0,0,0,1.65,0,0,0,0,0,1.65,N,N,Y
"Inwood Canoe Club, Hudson River",6/2/2016,7:55 AM,52,,52,0,0,0,1.65,0,0,0,0,0,1.65,N,N,Y
"West 145th Street, Hudson River",6/2/2016,9:10 AM,41,,41,0,0,0,1.65,0,0,0,0,0,1.65,N,N,Y
"West 133rd St., Hudson River",6/2/2016,9:22 AM,84,,84,0,0,0,1.65,0,0,0,0,0,1.65,N,N,Y
"West 100th Street, Hudson River",6/2/2016,,,,,0,0,0,1.65,0,0,0,0,0,1.65,N,N,Y
"Pier I (70th Street), Hudson River",6/2/2016,,,,,0,0,0,1.65,0,0,0,0,0,1.65,N,N,Y
"Pier 99 boat ramp, Hudson River",6/2/2016,9:37 AM,173,,173,0,0,0,1.65,0,0,0,0,0,1.65,N,N,Y
"Pier 96, Hudson River ",6/2/2016,7:53 AM,31,,31,0,0,0,1.65,0,0,0,0,0,1.65,N,N,Y
"Pier 84, Hudson River ",6/2/2016,7:43 AM,20,,20,0,0,0,1.65,0,0,0,0,0,1.65,N,N,Y
"Pier 66, Hudson River ",6/2/2016,11:58 AM,74,,74,0,0,0,1.65,0,0,0,0,0,1.65,N,N,Y
"Pier 40, Hudson River",6/2/2016,11:20 AM,<10,,5,0,0,0,1.65,0,0,0,0,0,1.65,N,N,Y
"Pier 26, Hudson River ",6/2/2016,9:00 AM,<10,<10 (lab split),5,0,0,0,1.65,0,0,0,0,0,1.65,N,N,Y
"Pier 13 (Hoboken), Hudson River",6/2/2016,10:35 AM,10,,10,0,0,0,1.65,0,0,0,0,0,1.65,N,N,Y
"Hoboken Cove Beach, Hudson River",6/2/2016,10:45 AM,845,,845,0,0,0,1.65,0,0,0,0,0,1.65,N,N,Y
"Hunts Point Riverside Park, Bronx River",6/2/2016,5: 10 PM,<10,,5,0,0,0,1.65,0,0,0,0,0,1.65,N,N,Y
"World's Fair Marina Pier 1 East, Flushing Bay",6/2/2016,9:32 AM,20,,20,0,0,0,1.65,0,0,0,0,0,1.65,N,N,Y
"World's Fair Marina Pier 1 West, Flushing Bay",6/2/2016,9:34 AM,10,,10,0,0,0,1.65,0,0,0,0,0,1.65,N,N,Y
"World's Fair Marina boat ramp, Flushing Bay",6/2/2016,9:44 AM,10,,10,0,0,0,1.65,0,0,0,0,0,1.65,N,N,Y
Flushing Creek,6/2/2016,9:25 AM,30,,30,0,0,0,1.65,0,0,0,0,0,1.65,N,N,Y
Meadow Lake (Flushing Meadows-Corona Park),6/2/2016,9:43 AM,31,,31,0,0,0,1.65,0,0,0,0,0,1.65,N,N,Y
Little Neck Bay,6/2/2016,8:15 AM,<10,,5,0,0,0,1.65,0,0,0,0,0,1.65,N,N,Y
"Hallets Cove, East River",6/2/2016,8:10 AM,203,,203,0,0,0,1.65,0,0,0,0,0,1.65,N,N,Y
"Anable Basin, East River",6/2/2016,8:25 AM,<10,,5,0,0,0,1.65,0,0,0,0,0,1.65,N,N,Y
"Gantry State Park, East River",6/2/2016,8:00 AM,<10,,5,0,0,0,1.65,0,0,0,0,0,1.65,N,N,Y
"North Brooklyn Boat Club, Newtown Creek",6/2/2016,11:32 AM,<10,,5,0,0,0,1.65,0,0,0,0,0,1.65,N,N,Y
"North Henry Street, Newtown Creek",6/2/2016,1:25 PM,20,,20,0,0,0,1.65,0,0,0,0,0,1.65,N,N,Y
"Stuyvesant Cove, East River",6/2/2016,,,,,0,0,0,1.65,0,0,0,0,0,1.65,N,N,Y
Bushwick Inlet Park,6/2/2016,,,,,0,0,0,1.65,0,0,0,0,0,1.65,N,N,Y
"Wallabout Channel, Brooklyn Navy Yard",6/2/2016,9:31 AM,86,,86,0,0,0,1.65,0,0,0,0,0,1.65,N,N,Y
"Pier 42/Jackson St., East River",6/2/2016,,,,,0,0,0,1.65,0,0,0,0,0,1.65,N,N,Y
"Main Street Beach (Dumbo), East River",6/2/2016,9:53 AM,63,,63,0,0,0,1.65,0,0,0,0,0,1.65,N,N,Y
"Brooklyn Bridge Beach (Manhattan), East River",6/2/2016,9:55 AM,265,,265,0,0,0,1.65,0,0,0,0,0,1.65,N,N,Y
"Pier 2 kayak dock, Brooklyn Bridge Park, East River",6/2/2016,10:14 AM,<10,,5,0,0,0,1.65,0,0,0,0,0,1.65,N,N,Y
"Pier 4 beach, Brooklyn Bridge Park, East River",6/2/2016,10:12 AM,3873,,3873,0,0,0,1.65,0,0,0,0,0,1.65,N,N,Y
"Valentino Pier, Buttermilk Channel",6/2/2016,10:03 AM,10,,10,0,0,0,1.65,0,0,0,0,0,1.65,N,N,Y
"2nd St. Sponge Park, Gowanus Canal",6/2/2016,6:55 AM,426,,426,0,0,0,1.65,0,0,0,0,0,1.65,N,N,Y
"Butler St., Gowanus Canal",6/2/2016,6:40 AM,3255,,3255,0,0,0,1.65,0,0,0,0,0,1.65,N,N,Y
Prospect Park Lake,6/2/2016,7:15 AM,341,,341,0,0,0,1.65,0,0,0,0,0,1.65,N,N,Y
"Pier 101, Governors Island",6/2/2016,,,,,0,0,0,1.65,0,0,0,0,0,1.65,N,N,Y
"Bush Terminal Park, Sunset Park",6/2/2016,,,,,0,0,0,1.65,0,0,0,0,0,1.65,N,N,Y
"Sebago Canoe Club, Paerdegat Basin",6/2/2016,,,,,0,0,0,1.65,0,0,0,0,0,1.65,N,N,Y
"Calvert Vaux Park, Coney Island Creek ",6/2/2016,,,,,0,0,0,1.65,0,0,0,0,0,1.65,N,N,Y
"Kaiser Park Beach, Coney Island Creek",6/2/2016,,,,,0,0,0,1.65,0,0,0,0,0,1.65,N,N,Y
"West 20th St., Coney Island Creek",6/2/2016,,,,,0,0,0,1.65,0,0,0,0,0,1.65,N,N,Y
"JFK Marina (Yonkers), Hudson River",5/26/2016,8: 14 AM,10,,10,0,0,0.18,0.02,0.09,0.04,0,0,0.18,0.2,N,N,Y
