site,date,time,reported_entero_MPN_100_per_mL,Notes,entero_MPN_100_per_mL,rainfall_0,rainfall_1,rainfall_2,rainfall_3,rainfall_4,rainfall_5,rainfall_6,rainfall_sum_24,rainfall_sum_48,rainfall_sum_72,rainfall_pres_24,rainfall_pres_48,rainfall_pres_72
"Pier 4 beach, Brooklyn Bridge Park, East River",9/8/2016,10:00 AM,85,,85,0,0,0,0,0,0,0,0,0,0,N,N,N
"Valentino Pier, Buttermilk Channel",9/8/2016,9:48 AM,110,,110,0,0,0,0,0,0,0,0,0,0,N,N,N
"2nd St. Sponge Park, Gowanus Canal",9/8/2016,6:48 AM,31,,31,0,0,0,0,0,0,0,0,0,0,N,N,N
"Butler St., Gowanus Canal",9/8/2016,6:31 AM,801,,801,0,0,0,0,0,0,0,0,0,0,N,N,N
Prospect Park Lake,9/8/2016,7:30 AM,426,,426,0,0,0,0,0,0,0,0,0,0,N,N,N
"Pier 101, Governors Island",9/8/2016,,,,,0,0,0,0,0,0,0,0,0,0,N,N,N
"Bush Terminal Park, Sunset Park",9/8/2016,,,,,0,0,0,0,0,0,0,0,0,0,N,N,N
"Sebago Canoe Club, Paerdegat Basin",9/8/2016,9:53 AM,20,,20,0,0,0,0,0,0,0,0,0,0,N,N,N
"Calvert Vaux Park, Coney Island Creek ",9/8/2016,10:20 AM,10,,10,0,0,0,0,0,0,0,0,0,0,N,N,N
"Kaiser Park Beach, Coney Island Creek",9/8/2016,10:35 AM,<10,,5,0,0,0,0,0,0,0,0,0,0,N,N,N
"West 20th St., Coney Island Creek",9/8/2016,6:02 AM,663,,663,0,0,0,0,0,0,0,0,0,0,N,N,N
"JFK Marina (Yonkers), Hudson River",9/1/2016,10:40 AM,100,,100,0.5,0,0,0,0,0,0,0.5,0.5,0.5,Y,Y,Y
"Yonkers Paddling and Rowing Club, Hudson River",9/1/2016,11:00 AM,60,,60,0.5,0,0,0,0,0,0,0.5,0.5,0.5,Y,Y,Y
"Yonkers, Saw Mill River (daylighted section)",9/1/2016,10:50 AM,960,,960,0.5,0,0,0,0,0,0,0.5,0.5,0.5,Y,Y,Y
"Muscota Marsh, Harlem River",9/1/2016,10:57 AM,63,,63,0.5,0,0,0,0,0,0,0.5,0.5,0.5,Y,Y,Y
"North Cove, Harlem River",9/1/2016,11:19 AM,63,,63,0.5,0,0,0,0,0,0,0.5,0.5,0.5,Y,Y,Y
"Peter J. Sharp Boathouse, Harlem River",9/1/2016,8:58 AM,<10,,5,0.5,0,0,0,0,0,0,0.5,0.5,0.5,Y,Y,Y
"Bronx Kill West, Randalls Island",9/1/2016,9:02 AM,10,,10,0.5,0,0,0,0,0,0,0.5,0.5,0.5,Y,Y,Y
"Bronx Kill East, Randalls Island",9/1/2016,8:42 AM,95,,95,0.5,0,0,0,0,0,0,0.5,0.5,0.5,Y,Y,Y
"Little Hell Gate, Randalls Island",9/1/2016,9:30 AM,<10,,5,0.5,0,0,0,0,0,0,0.5,0.5,0.5,Y,Y,Y
"Inwood Canoe Club, Hudson River",9/1/2016,8:40 AM,<10,,5,0.5,0,0,0,0,0,0,0.5,0.5,0.5,Y,Y,Y
"West 145th Street, Hudson River",9/1/2016,8:40 AM,108,,108,0.5,0,0,0,0,0,0,0.5,0.5,0.5,Y,Y,Y
"West 133rd St., Hudson River",9/1/2016,8:50 AM,20,,20,0.5,0,0,0,0,0,0,0.5,0.5,0.5,Y,Y,Y
"West 100th Street, Hudson River",9/1/2016,8:15 AM,20,,20,0.5,0,0,0,0,0,0,0.5,0.5,0.5,Y,Y,Y
"Pier I (70th Street), Hudson River",9/1/2016,8:30 AM,108,,108,0.5,0,0,0,0,0,0,0.5,0.5,0.5,Y,Y,Y
"Pier 99 boat ramp, Hudson River",9/1/2016,9:20 AM,2359,,2359,0.5,0,0,0,0,0,0,0.5,0.5,0.5,Y,Y,Y
"Pier 96, Hudson River ",9/1/2016,7:57 AM,31,,31,0.5,0,0,0,0,0,0,0.5,0.5,0.5,Y,Y,Y
"Pier 84, Hudson River ",9/1/2016,7:40 AM,20,,20,0.5,0,0,0,0,0,0,0.5,0.5,0.5,Y,Y,Y
"Pier 66, Hudson River ",9/1/2016,11:33 AM,10,,10,0.5,0,0,0,0,0,0,0.5,0.5,0.5,Y,Y,Y
"Pier 40, Hudson River",9/1/2016,11:54 AM,<10,,5,0.5,0,0,0,0,0,0,0.5,0.5,0.5,Y,Y,Y
"Pier 26, Hudson River ",9/1/2016,9:39 AM,31,,31,0.5,0,0,0,0,0,0,0.5,0.5,0.5,Y,Y,Y
"Pier 13 (Hoboken), Hudson River",9/1/2016,12:00 PM,10,,10,0.5,0,0,0,0,0,0,0.5,0.5,0.5,Y,Y,Y
"Hoboken Cove Beach, Hudson River",9/1/2016,12:05 PM,311,,311,0.5,0,0,0,0,0,0,0.5,0.5,0.5,Y,Y,Y
"Hunts Point Riverside Park, Bronx River",9/1/2016,,,,,0.5,0,0,0,0,0,0,0.5,0.5,0.5,Y,Y,Y
"World's Fair Marina Pier 1 East, Flushing Bay",9/1/2016,8:13 AM,132,,132,0.5,0,0,0,0,0,0,0.5,0.5,0.5,Y,Y,Y
"World's Fair Marina Pier 1 West, Flushing Bay",9/1/2016,8:05 AM,41,,41,0.5,0,0,0,0,0,0,0.5,0.5,0.5,Y,Y,Y
"World's Fair Marina boat ramp, Flushing Bay",9/1/2016,7:42 AM,8297,,8297,0.5,0,0,0,0,0,0,0.5,0.5,0.5,Y,Y,Y
Flushing Creek,9/1/2016,9:18 AM,275,,275,0.5,0,0,0,0,0,0,0.5,0.5,0.5,Y,Y,Y
Meadow Lake (Flushing Meadows-Corona Park),9/1/2016,9:35 AM,>24196,,24196,0.5,0,0,0,0,0,0,0.5,0.5,0.5,Y,Y,Y
Little Neck Bay,9/1/2016,8:07 AM,<10,,5,0.5,0,0,0,0,0,0,0.5,0.5,0.5,Y,Y,Y
"Hallets Cove, East River",9/1/2016,,,,,0.5,0,0,0,0,0,0,0.5,0.5,0.5,Y,Y,Y
"Anable Basin, East River",9/1/2016,,,,,0.5,0,0,0,0,0,0,0.5,0.5,0.5,Y,Y,Y
"Gantry State Park, East River",9/1/2016,10:30 AM,10,,10,0.5,0,0,0,0,0,0,0.5,0.5,0.5,Y,Y,Y
"North Brooklyn Boat Club, Newtown Creek",9/1/2016,10:30 AM,10,,10,0.5,0,0,0,0,0,0,0.5,0.5,0.5,Y,Y,Y
"North Henry Street, Newtown Creek",9/1/2016,10:54 AM,10,,10,0.5,0,0,0,0,0,0,0.5,0.5,0.5,Y,Y,Y
"Stuyvesant Cove, East River",9/1/2016,9:45 AM,20,,20,0.5,0,0,0,0,0,0,0.5,0.5,0.5,Y,Y,Y
Bushwick Inlet Park,9/1/2016,9:23 AM,31,,31,0.5,0,0,0,0,0,0,0.5,0.5,0.5,Y,Y,Y
"Wallabout Channel, Brooklyn Navy Yard",9/1/2016,8:44 AM,75,,75,0.5,0,0,0,0,0,0,0.5,0.5,0.5,Y,Y,Y
"Pier 42/Jackson St., East River",9/1/2016,10:10 AM,<10,,5,0.5,0,0,0,0,0,0,0.5,0.5,0.5,Y,Y,Y
"Main Street Beach (Dumbo), East River",9/1/2016,8:59 AM,295,,295,0.5,0,0,0,0,0,0,0.5,0.5,0.5,Y,Y,Y
"Brooklyn Bridge Beach (Manhattan), East River",9/1/2016,11:17 AM,20,,20,0.5,0,0,0,0,0,0,0.5,0.5,0.5,Y,Y,Y
"Pier 2 kayak dock, Brooklyn Bridge Park, East River",9/1/2016,9:53 AM,85,,85,0.5,0,0,0,0,0,0,0.5,0.5,0.5,Y,Y,Y
"Pier 4 beach, Brooklyn Bridge Park, East River",9/1/2016,9:51 AM,97,,97,0.5,0,0,0,0,0,0,0.5,0.5,0.5,Y,Y,Y
"Valentino Pier, Buttermilk Channel",9/1/2016,,,,,0.5,0,0,0,0,0,0,0.5,0.5,0.5,Y,Y,Y
"2nd St. Sponge Park, Gowanus Canal",9/1/2016,8:50 AM,10,,10,0.5,0,0,0,0,0,0,0.5,0.5,0.5,Y,Y,Y
"Butler St., Gowanus Canal",9/1/2016,9:00 AM,10,non-foam sample,10,0.5,0,0,0,0,0,0,0.5,0.5,0.5,Y,Y,Y
Prospect Park Lake,9/1/2016,7:30 AM,399,,399,0.5,0,0,0,0,0,0,0.5,0.5,0.5,Y,Y,Y
"Pier 101, Governors Island",9/1/2016,,,,,0.5,0,0,0,0,0,0,0.5,0.5,0.5,Y,Y,Y
"Bush Terminal Park, Sunset Park",9/1/2016,,,,,0.5,0,0,0,0,0,0,0.5,0.5,0.5,Y,Y,Y
"Sebago Canoe Club, Paerdegat Basin",9/1/2016,10:00 AM,<10,,5,0.5,0,0,0,0,0,0,0.5,0.5,0.5,Y,Y,Y
"Calvert Vaux Park, Coney Island Creek ",9/1/2016,11:15 AM,<10,,5,0.5,0,0,0,0,0,0,0.5,0.5,0.5,Y,Y,Y
"Kaiser Park Beach, Coney Island Creek",9/1/2016,10:30 AM,41,,41,0.5,0,0,0,0,0,0,0.5,0.5,0.5,Y,Y,Y
"West 20th St., Coney Island Creek",9/1/2016,7:22 AM,571,,571,0.5,0,0,0,0,0,0,0.5,0.5,0.5,Y,Y,Y
"JFK Marina (Yonkers), Hudson River",8/25/2016,10:45 AM,<10,,5,0.01,0,0,0,0.31,0.82,0.01,0.01,0.01,0.01,Y,Y,Y
"Yonkers Paddling and Rowing Club, Hudson River",8/25/2016,10:30 AM,<10,,5,0.01,0,0,0,0.31,0.82,0.01,0.01,0.01,0.01,Y,Y,Y
"Yonkers, Saw Mill River (daylighted section)",8/25/2016,11:30 AM,355,,355,0.01,0,0,0,0.31,0.82,0.01,0.01,0.01,0.01,Y,Y,Y
"Muscota Marsh, Harlem River",8/25/2016,,,,,0.01,0,0,0,0.31,0.82,0.01,0.01,0.01,0.01,Y,Y,Y
"North Cove, Harlem River",8/25/2016,,,,,0.01,0,0,0,0.31,0.82,0.01,0.01,0.01,0.01,Y,Y,Y
"Peter J. Sharp Boathouse, Harlem River",8/25/2016,9:57 AM,20,,20,0.01,0,0,0,0.31,0.82,0.01,0.01,0.01,0.01,Y,Y,Y
"Bronx Kill West, Randalls Island",8/25/2016,9:04 AM,41,,41,0.01,0,0,0,0.31,0.82,0.01,0.01,0.01,0.01,Y,Y,Y
"Bronx Kill East, Randalls Island",8/25/2016,8:43 AM,41,,41,0.01,0,0,0,0.31,0.82,0.01,0.01,0.01,0.01,Y,Y,Y
"Little Hell Gate, Randalls Island",8/25/2016,9:27 AM,20,,20,0.01,0,0,0,0.31,0.82,0.01,0.01,0.01,0.01,Y,Y,Y
"Inwood Canoe Club, Hudson River",8/25/2016,10:23 AM,20,31 (lab split),20,0.01,0,0,0,0.31,0.82,0.01,0.01,0.01,0.01,Y,Y,Y
"West 145th Street, Hudson River",8/25/2016,8:08 AM,10,,10,0.01,0,0,0,0.31,0.82,0.01,0.01,0.01,0.01,Y,Y,Y
"West 133rd St., Hudson River",8/25/2016,8:20 AM,10,,10,0.01,0,0,0,0.31,0.82,0.01,0.01,0.01,0.01,Y,Y,Y
"West 100th Street, Hudson River",8/25/2016,7:45 AM,10,,10,0.01,0,0,0,0.31,0.82,0.01,0.01,0.01,0.01,Y,Y,Y
"Pier I (70th Street), Hudson River",8/25/2016,8:30 AM,52,,52,0.01,0,0,0,0.31,0.82,0.01,0.01,0.01,0.01,Y,Y,Y
"Pier 99 boat ramp, Hudson River",8/25/2016,1:03 PM,52,,52,0.01,0,0,0,0.31,0.82,0.01,0.01,0.01,0.01,Y,Y,Y
"Pier 96, Hudson River ",8/25/2016,8:25 AM,20,,20,0.01,0,0,0,0.31,0.82,0.01,0.01,0.01,0.01,Y,Y,Y
"Pier 84, Hudson River ",8/25/2016,8:15 AM,10,,10,0.01,0,0,0,0.31,0.82,0.01,0.01,0.01,0.01,Y,Y,Y
"Pier 66, Hudson River ",8/25/2016,11:27 AM,10,,10,0.01,0,0,0,0.31,0.82,0.01,0.01,0.01,0.01,Y,Y,Y
"Pier 40, Hudson River",8/25/2016,12:33 PM,<10,,5,0.01,0,0,0,0.31,0.82,0.01,0.01,0.01,0.01,Y,Y,Y
"Pier 26, Hudson River ",8/25/2016,10:30 AM,<10,<10 (lab split),5,0.01,0,0,0,0.31,0.82,0.01,0.01,0.01,0.01,Y,Y,Y
"Pier 13 (Hoboken), Hudson River",8/25/2016,9:07 AM,20,,20,0.01,0,0,0,0.31,0.82,0.01,0.01,0.01,0.01,Y,Y,Y
"Hoboken Cove Beach, Hudson River",8/25/2016,9:20 AM,20,,20,0.01,0,0,0,0.31,0.82,0.01,0.01,0.01,0.01,Y,Y,Y
"Hunts Point Riverside Park, Bronx River",8/25/2016,,,,,0.01,0,0,0,0.31,0.82,0.01,0.01,0.01,0.01,Y,Y,Y
"World's Fair Marina Pier 1 East, Flushing Bay",8/25/2016,9:37 AM,10,,10,0.01,0,0,0,0.31,0.82,0.01,0.01,0.01,0.01,Y,Y,Y
"World's Fair Marina Pier 1 West, Flushing Bay",8/25/2016,,,,,0.01,0,0,0,0.31,0.82,0.01,0.01,0.01,0.01,Y,Y,Y
"World's Fair Marina boat ramp, Flushing Bay",8/25/2016,9:30 AM,10,,10,0.01,0,0,0,0.31,0.82,0.01,0.01,0.01,0.01,Y,Y,Y
Flushing Creek,8/25/2016,10:18 AM,71,,71,0.01,0,0,0,0.31,0.82,0.01,0.01,0.01,0.01,Y,Y,Y
Meadow Lake (Flushing Meadows-Corona Park),8/25/2016,10:01 AM,2359,,2359,0.01,0,0,0,0.31,0.82,0.01,0.01,0.01,0.01,Y,Y,Y
Little Neck Bay,8/25/2016,8:06 AM,10,,10,0.01,0,0,0,0.31,0.82,0.01,0.01,0.01,0.01,Y,Y,Y
"Hallets Cove, East River",8/25/2016,1:20 PM,<10,,5,0.01,0,0,0,0.31,0.82,0.01,0.01,0.01,0.01,Y,Y,Y
"Anable Basin, East River",8/25/2016,10:20 AM,<10,,5,0.01,0,0,0,0.31,0.82,0.01,0.01,0.01,0.01,Y,Y,Y
"Gantry State Park, East River",8/25/2016,2:25 PM,<10,,5,0.01,0,0,0,0.31,0.82,0.01,0.01,0.01,0.01,Y,Y,Y
"North Brooklyn Boat Club, Newtown Creek",8/25/2016,7:50 AM,<10,,5,0.01,0,0,0,0.31,0.82,0.01,0.01,0.01,0.01,Y,Y,Y
"North Henry Street, Newtown Creek",8/25/2016,8:12 AM,<10,,5,0.01,0,0,0,0.31,0.82,0.01,0.01,0.01,0.01,Y,Y,Y
"Stuyvesant Cove, East River",8/25/2016,10:00 AM,10,,10,0.01,0,0,0,0.31,0.82,0.01,0.01,0.01,0.01,Y,Y,Y
Bushwick Inlet Park,8/25/2016,9:02 AM,20,,20,0.01,0,0,0,0.31,0.82,0.01,0.01,0.01,0.01,Y,Y,Y
"Wallabout Channel, Brooklyn Navy Yard",8/25/2016,10:27 AM,10,,10,0.01,0,0,0,0.31,0.82,0.01,0.01,0.01,0.01,Y,Y,Y
"Pier 42/Jackson St., East River",8/25/2016,10:20 AM,<10,,5,0.01,0,0,0,0.31,0.82,0.01,0.01,0.01,0.01,Y,Y,Y
"Main Street Beach (Dumbo), East River",8/25/2016,10:08 AM,10,,10,0.01,0,0,0,0.31,0.82,0.01,0.01,0.01,0.01,Y,Y,Y
"Brooklyn Bridge Beach (Manhattan), East River",8/25/2016,9:45 AM,10,,10,0.01,0,0,0,0.31,0.82,0.01,0.01,0.01,0.01,Y,Y,Y
"Pier 2 kayak dock, Brooklyn Bridge Park, East River",8/25/2016,10:02 AM,<10,,5,0.01,0,0,0,0.31,0.82,0.01,0.01,0.01,0.01,Y,Y,Y
"Pier 4 beach, Brooklyn Bridge Park, East River",8/25/2016,9:57 AM,63,,63,0.01,0,0,0,0.31,0.82,0.01,0.01,0.01,0.01,Y,Y,Y
"Valentino Pier, Buttermilk Channel",8/25/2016,9:45 AM,<10,,5,0.01,0,0,0,0.31,0.82,0.01,0.01,0.01,0.01,Y,Y,Y
"2nd St. Sponge Park, Gowanus Canal",8/25/2016,6:35 AM,20,,20,0.01,0,0,0,0.31,0.82,0.01,0.01,0.01,0.01,Y,Y,Y
"Butler St., Gowanus Canal",8/25/2016,6:27 AM,10,non-foam sample,10,0.01,0,0,0,0.31,0.82,0.01,0.01,0.01,0.01,Y,Y,Y
Prospect Park Lake,8/25/2016,7:30 AM,85,,85,0.01,0,0,0,0.31,0.82,0.01,0.01,0.01,0.01,Y,Y,Y
"Pier 101, Governors Island",8/25/2016,,,,,0.01,0,0,0,0.31,0.82,0.01,0.01,0.01,0.01,Y,Y,Y
"Bush Terminal Park, Sunset Park",8/25/2016,,,,,0.01,0,0,0,0.31,0.82,0.01,0.01,0.01,0.01,Y,Y,Y
"Sebago Canoe Club, Paerdegat Basin",8/25/2016,9:51 AM,138,,138,0.01,0,0,0,0.31,0.82,0.01,0.01,0.01,0.01,Y,Y,Y
"Calvert Vaux Park, Coney Island Creek ",8/25/2016,,,,,0.01,0,0,0,0.31,0.82,0.01,0.01,0.01,0.01,Y,Y,Y
"Kaiser Park Beach, Coney Island Creek",8/25/2016,,,,,0.01,0,0,0,0.31,0.82,0.01,0.01,0.01,0.01,Y,Y,Y
"West 20th St., Coney Island Creek",8/25/2016,7:30 AM,1785,,1785,0.01,0,0,0,0.31,0.82,0.01,0.01,0.01,0.01,Y,Y,Y
"JFK Marina (Yonkers), Hudson River",8/18/2016,10:10 AM,40,,40,0.03,0.01,0.11,0,0.06,0,0.32,0.04,0.15,0.15,Y,Y,Y
"Yonkers Paddling and Rowing Club, Hudson River",8/18/2016,10:35 AM,60,,60,0.03,0.01,0.11,0,0.06,0,0.32,0.04,0.15,0.15,Y,Y,Y
"Yonkers, Saw Mill River (daylighted section)",8/18/2016,10:23 AM,510,,510,0.03,0.01,0.11,0,0.06,0,0.32,0.04,0.15,0.15,Y,Y,Y
"Muscota Marsh, Harlem River",8/18/2016,11:05 AM,<10,,5,0.03,0.01,0.11,0,0.06,0,0.32,0.04,0.15,0.15,Y,Y,Y
"North Cove, Harlem River",8/18/2016,11:28 AM,<10,,5,0.03,0.01,0.11,0,0.06,0,0.32,0.04,0.15,0.15,Y,Y,Y
"Peter J. Sharp Boathouse, Harlem River",8/18/2016,8:52 AM,<10,,5,0.03,0.01,0.11,0,0.06,0,0.32,0.04,0.15,0.15,Y,Y,Y
"Bronx Kill West, Randalls Island",8/18/2016,8:49 AM,63,,63,0.03,0.01,0.11,0,0.06,0,0.32,0.04,0.15,0.15,Y,Y,Y
"Bronx Kill East, Randalls Island",8/18/2016,8:26 AM,72,,72,0.03,0.01,0.11,0,0.06,0,0.32,0.04,0.15,0.15,Y,Y,Y
"Little Hell Gate, Randalls Island",8/18/2016,9:11 AM,10,,10,0.03,0.01,0.11,0,0.06,0,0.32,0.04,0.15,0.15,Y,Y,Y
"Inwood Canoe Club, Hudson River",8/18/2016,7:40 AM,<10,,5,0.03,0.01,0.11,0,0.06,0,0.32,0.04,0.15,0.15,Y,Y,Y
"West 145th Street, Hudson River",8/18/2016,8:25 AM,74,,74,0.03,0.01,0.11,0,0.06,0,0.32,0.04,0.15,0.15,Y,Y,Y
"West 133rd St., Hudson River",8/18/2016,8:39 AM,20,,20,0.03,0.01,0.11,0,0.06,0,0.32,0.04,0.15,0.15,Y,Y,Y
"West 100th Street, Hudson River",8/18/2016,7:53 AM,20,,20,0.03,0.01,0.11,0,0.06,0,0.32,0.04,0.15,0.15,Y,Y,Y
"Pier I (70th Street), Hudson River",8/18/2016,8:30 AM,63,,63,0.03,0.01,0.11,0,0.06,0,0.32,0.04,0.15,0.15,Y,Y,Y
"Pier 99 boat ramp, Hudson River",8/18/2016,9:27 AM,3255,,3255,0.03,0.01,0.11,0,0.06,0,0.32,0.04,0.15,0.15,Y,Y,Y
"Pier 96, Hudson River ",8/18/2016,8:00 AM,31,,31,0.03,0.01,0.11,0,0.06,0,0.32,0.04,0.15,0.15,Y,Y,Y
"Pier 84, Hudson River ",8/18/2016,8:12 AM,20,,20,0.03,0.01,0.11,0,0.06,0,0.32,0.04,0.15,0.15,Y,Y,Y
"Pier 66, Hudson River ",8/18/2016,11:23 PM,<10,,5,0.03,0.01,0.11,0,0.06,0,0.32,0.04,0.15,0.15,Y,Y,Y
"Pier 40, Hudson River",8/18/2016,12:29 PM,10,,10,0.03,0.01,0.11,0,0.06,0,0.32,0.04,0.15,0.15,Y,Y,Y
"Pier 26, Hudson River ",8/18/2016,10:08 AM,<10,,5,0.03,0.01,0.11,0,0.06,0,0.32,0.04,0.15,0.15,Y,Y,Y
"Pier 13 (Hoboken), Hudson River",8/18/2016,9:19 AM,20,,20,0.03,0.01,0.11,0,0.06,0,0.32,0.04,0.15,0.15,Y,Y,Y
"Hoboken Cove Beach, Hudson River",8/18/2016,9:31 AM,52,,52,0.03,0.01,0.11,0,0.06,0,0.32,0.04,0.15,0.15,Y,Y,Y
"Hunts Point Riverside Park, Bronx River",8/18/2016,12:33 PM,71,,71,0.03,0.01,0.11,0,0.06,0,0.32,0.04,0.15,0.15,Y,Y,Y
"World's Fair Marina Pier 1 East, Flushing Bay",8/18/2016,8:20 AM,63,,63,0.03,0.01,0.11,0,0.06,0,0.32,0.04,0.15,0.15,Y,Y,Y
"World's Fair Marina Pier 1 West, Flushing Bay",8/18/2016,,,,,0.03,0.01,0.11,0,0.06,0,0.32,0.04,0.15,0.15,Y,Y,Y
"World's Fair Marina boat ramp, Flushing Bay",8/18/2016,8:15 AM,10,,10,0.03,0.01,0.11,0,0.06,0,0.32,0.04,0.15,0.15,Y,Y,Y
Flushing Creek,8/18/2016,,,,,0.03,0.01,0.11,0,0.06,0,0.32,0.04,0.15,0.15,Y,Y,Y
Meadow Lake (Flushing Meadows-Corona Park),8/18/2016,,,,,0.03,0.01,0.11,0,0.06,0,0.32,0.04,0.15,0.15,Y,Y,Y
Little Neck Bay,8/18/2016,,,,,0.03,0.01,0.11,0,0.06,0,0.32,0.04,0.15,0.15,Y,Y,Y
"Hallets Cove, East River",8/18/2016,10:05 AM,30,,30,0.03,0.01,0.11,0,0.06,0,0.32,0.04,0.15,0.15,Y,Y,Y
"Anable Basin, East River",8/18/2016,11:00 AM,<10,,5,0.03,0.01,0.11,0,0.06,0,0.32,0.04,0.15,0.15,Y,Y,Y
"Gantry State Park, East River",8/18/2016,8:30 AM,10,,10,0.03,0.01,0.11,0,0.06,0,0.32,0.04,0.15,0.15,Y,Y,Y
"North Brooklyn Boat Club, Newtown Creek",8/18/2016,11:09 AM,<10,,5,0.03,0.01,0.11,0,0.06,0,0.32,0.04,0.15,0.15,Y,Y,Y
"North Henry Street, Newtown Creek",8/18/2016,1:26 PM,<10,,5,0.03,0.01,0.11,0,0.06,0,0.32,0.04,0.15,0.15,Y,Y,Y
"Stuyvesant Cove, East River",8/18/2016,8:15 AM,<10,,5,0.03,0.01,0.11,0,0.06,0,0.32,0.04,0.15,0.15,Y,Y,Y
Bushwick Inlet Park,8/18/2016,9:02 AM,<10,,5,0.03,0.01,0.11,0,0.06,0,0.32,0.04,0.15,0.15,Y,Y,Y
"Wallabout Channel, Brooklyn Navy Yard",8/18/2016,7:30 AM,201,,201,0.03,0.01,0.11,0,0.06,0,0.32,0.04,0.15,0.15,Y,Y,Y
"Pier 42/Jackson St., East River",8/18/2016,8:55 AM,10,,10,0.03,0.01,0.11,0,0.06,0,0.32,0.04,0.15,0.15,Y,Y,Y
"Main Street Beach (Dumbo), East River",8/18/2016,7:45 AM,52,,52,0.03,0.01,0.11,0,0.06,0,0.32,0.04,0.15,0.15,Y,Y,Y
"Brooklyn Bridge Beach (Manhattan), East River",8/18/2016,9:38 AM,131,,131,0.03,0.01,0.11,0,0.06,0,0.32,0.04,0.15,0.15,Y,Y,Y
"Pier 2 kayak dock, Brooklyn Bridge Park, East River",8/18/2016,11:16 AM,20,,20,0.03,0.01,0.11,0,0.06,0,0.32,0.04,0.15,0.15,Y,Y,Y
"Pier 4 beach, Brooklyn Bridge Park, East River",8/18/2016,11:12 AM,<10,,5,0.03,0.01,0.11,0,0.06,0,0.32,0.04,0.15,0.15,Y,Y,Y
"Valentino Pier, Buttermilk Channel",8/18/2016,11:07 AM,10,,10,0.03,0.01,0.11,0,0.06,0,0.32,0.04,0.15,0.15,Y,Y,Y
"2nd St. Sponge Park, Gowanus Canal",8/18/2016,7:15 AM,20,,20,0.03,0.01,0.11,0,0.06,0,0.32,0.04,0.15,0.15,Y,Y,Y
"Butler St., Gowanus Canal",8/18/2016,7:04 AM,512,Split 420,512,0.03,0.01,0.11,0,0.06,0,0.32,0.04,0.15,0.15,Y,Y,Y
Prospect Park Lake,8/18/2016,7:05 AM,464,,464,0.03,0.01,0.11,0,0.06,0,0.32,0.04,0.15,0.15,Y,Y,Y
"Pier 101, Governors Island",8/18/2016,,,,,0.03,0.01,0.11,0,0.06,0,0.32,0.04,0.15,0.15,Y,Y,Y
"Bush Terminal Park, Sunset Park",8/18/2016,,,,,0.03,0.01,0.11,0,0.06,0,0.32,0.04,0.15,0.15,Y,Y,Y
"Sebago Canoe Club, Paerdegat Basin",8/18/2016,10:48 AM,<10,,5,0.03,0.01,0.11,0,0.06,0,0.32,0.04,0.15,0.15,Y,Y,Y
"Calvert Vaux Park, Coney Island Creek ",8/18/2016,,,,,0.03,0.01,0.11,0,0.06,0,0.32,0.04,0.15,0.15,Y,Y,Y
"Kaiser Park Beach, Coney Island Creek",8/18/2016,,,,,0.03,0.01,0.11,0,0.06,0,0.32,0.04,0.15,0.15,Y,Y,Y
"West 20th St., Coney Island Creek",8/18/2016,7:39 AM,85,,85,0.03,0.01,0.11,0,0.06,0,0.32,0.04,0.15,0.15,Y,Y,Y
"JFK Marina (Yonkers), Hudson River",8/11/2016,10:51 AM,<10,,5,0.15,0.09,0,0,0,0.05,0,0.24,0.24,0.24,Y,Y,Y
"Yonkers Paddling and Rowing Club, Hudson River",8/11/2016,11:38 AM,84,,84,0.15,0.09,0,0,0,0.05,0,0.24,0.24,0.24,Y,Y,Y
"Yonkers, Saw Mill River (daylighted section)",8/11/2016,11:25 AM,457,,457,0.15,0.09,0,0,0,0.05,0,0.24,0.24,0.24,Y,Y,Y
"Muscota Marsh, Harlem River",8/11/2016,9:22 AM,<10,,5,0.15,0.09,0,0,0,0.05,0,0.24,0.24,0.24,Y,Y,Y
"North Cove, Harlem River",8/11/2016,9:48 AM,10,,10,0.15,0.09,0,0,0,0.05,0,0.24,0.24,0.24,Y,Y,Y
"Peter J. Sharp Boathouse, Harlem River",8/11/2016,9:01 AM,31,,31,0.15,0.09,0,0,0,0.05,0,0.24,0.24,0.24,Y,Y,Y
"Bronx Kill West, Randalls Island",8/11/2016,8:44 AM,10,,10,0.15,0.09,0,0,0,0.05,0,0.24,0.24,0.24,Y,Y,Y
"Bronx Kill East, Randalls Island",8/11/2016,8:24 AM,663,,663,0.15,0.09,0,0,0,0.05,0,0.24,0.24,0.24,Y,Y,Y
"Little Hell Gate, Randalls Island",8/11/2016,9:02 AM,<10,,5,0.15,0.09,0,0,0,0.05,0,0.24,0.24,0.24,Y,Y,Y
"Inwood Canoe Club, Hudson River",8/11/2016,9:15 AM,<10,,5,0.15,0.09,0,0,0,0.05,0,0.24,0.24,0.24,Y,Y,Y
"West 145th Street, Hudson River",8/11/2016,7:46 AM,20,,20,0.15,0.09,0,0,0,0.05,0,0.24,0.24,0.24,Y,Y,Y
"West 133rd St., Hudson River",8/11/2016,7:59 AM,30,,30,0.15,0.09,0,0,0,0.05,0,0.24,0.24,0.24,Y,Y,Y
"West 100th Street, Hudson River",8/11/2016,7:17 AM,20,,20,0.15,0.09,0,0,0,0.05,0,0.24,0.24,0.24,Y,Y,Y
